Crop_Type,Region,Soil_Type,Soil_pH,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Organic_Carbon,Moisture_Content,Rainfall_mm,Temperature_C,Plant_Age_Weeks,Fertilizer_Type,Recommended_Quantity_kg_per_acre,Application_Timing,District_Name,Soil_color,Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature,Crop,Fertilizer,Link,N,P,K,EC,OC,S,Zn,Fe,Cu,Mn,B,Output,Temparature,Humidity ,Moisture,Soil Type,Crop Type,Phosphorous,Fertilizer Name,PH,Carbon,Soil,Remark
,,,,,,,,,,,,,,,Satara,Black,55.0,40.0,80.0,6.5,900.0,20.0,Ginger,Ammonium Sulphate,https://youtu.be/rPrZO6MqCqI,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,60.0,40.0,80.0,6.5,900.0,20.0,Ginger,Ammonium Sulphate,https://youtu.be/rPrZO6MqCqI,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,40.0,45.0,60.0,5.5,1000.0,25.0,Ginger,Ammonium Sulphate,https://youtu.be/rPrZO6MqCqI,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,45.0,45.0,60.0,5.5,1000.0,25.0,Ginger,Ammonium Sulphate,https://youtu.be/rPrZO6MqCqI,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,50.0,45.0,60.0,5.5,1000.0,25.0,Ginger,Ammonium Sulphate,https://youtu.be/rPrZO6MqCqI,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,55.0,45.0,60.0,5.5,1000.0,25.0,Ginger,Ammonium Sulphate,https://youtu.be/rPrZO6MqCqI,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,60.0,45.0,60.0,5.5,1000.0,25.0,Ginger,Ammonium Sulphate,https://youtu.be/rPrZO6MqCqI,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,40.0,50.0,65.0,6.0,900.0,30.0,Ginger,Ammonium Sulphate,https://youtu.be/rPrZO6MqCqI,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,45.0,50.0,65.0,6.0,900.0,30.0,Ginger,Ammonium Sulphate,https://youtu.be/rPrZO6MqCqI,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,50.0,50.0,65.0,6.0,900.0,30.0,Ginger,Ammonium Sulphate,https://youtu.be/rPrZO6MqCqI,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,55.0,50.0,65.0,6.0,900.0,30.0,Ginger,Ammonium Sulphate,https://youtu.be/rPrZO6MqCqI,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,60.0,50.0,65.0,6.0,900.0,30.0,Ginger,Ammonium Sulphate,https://youtu.be/rPrZO6MqCqI,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,40.0,55.0,70.0,6.5,1000.0,35.0,Ginger,Ammonium Sulphate,https://youtu.be/rPrZO6MqCqI,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,45.0,55.0,70.0,6.5,1000.0,35.0,Ginger,Ammonium Sulphate,https://youtu.be/rPrZO6MqCqI,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,50.0,55.0,70.0,6.5,1000.0,35.0,Ginger,Ammonium Sulphate,https://youtu.be/rPrZO6MqCqI,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,55.0,55.0,70.0,6.5,1000.0,35.0,Ginger,Ammonium Sulphate,https://youtu.be/rPrZO6MqCqI,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,60.0,55.0,70.0,6.5,1000.0,35.0,Ginger,Ammonium Sulphate,https://youtu.be/rPrZO6MqCqI,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,40.0,60.0,75.0,5.5,900.0,20.0,Ginger,Ammonium Sulphate,https://youtu.be/rPrZO6MqCqI,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,45.0,60.0,75.0,5.5,900.0,20.0,Ginger,Ammonium Sulphate,https://youtu.be/rPrZO6MqCqI,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,50.0,60.0,75.0,5.5,900.0,20.0,Ginger,Ammonium Sulphate,https://youtu.be/rPrZO6MqCqI,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,55.0,60.0,75.0,5.5,900.0,20.0,Ginger,Ammonium Sulphate,https://youtu.be/rPrZO6MqCqI,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,60.0,60.0,75.0,5.5,900.0,20.0,Ginger,Ammonium Sulphate,https://youtu.be/rPrZO6MqCqI,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Red,50.0,50.0,40.0,5.5,900.0,20.0,Turmeric,Urea,https://youtu.be/RiBSAjxgFvU,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Red,55.0,50.0,40.0,5.5,900.0,20.0,Turmeric,Urea,https://youtu.be/RiBSAjxgFvU,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Red,60.0,50.0,40.0,5.5,900.0,20.0,Turmeric,Urea,https://youtu.be/RiBSAjxgFvU,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Red,50.0,55.0,45.0,6.0,1000.0,25.0,Turmeric,Urea,https://youtu.be/RiBSAjxgFvU,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Red,55.0,55.0,45.0,6.0,1000.0,25.0,Turmeric,Urea,https://youtu.be/RiBSAjxgFvU,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Red,60.0,55.0,45.0,6.0,1000.0,25.0,Turmeric,Urea,https://youtu.be/RiBSAjxgFvU,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Red,50.0,60.0,50.0,6.5,900.0,30.0,Turmeric,Urea,https://youtu.be/RiBSAjxgFvU,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Red,55.0,60.0,50.0,6.5,900.0,30.0,Turmeric,Urea,https://youtu.be/RiBSAjxgFvU,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Red,60.0,60.0,50.0,6.5,900.0,30.0,Turmeric,Urea,https://youtu.be/RiBSAjxgFvU,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Red,50.0,50.0,45.0,7.0,1000.0,20.0,Turmeric,Ferrous Sulphate,https://youtu.be/RiBSAjxgFvU,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Red,55.0,50.0,45.0,7.0,1000.0,20.0,Turmeric,Ferrous Sulphate,https://youtu.be/RiBSAjxgFvU,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Red,60.0,50.0,45.0,7.0,1000.0,20.0,Turmeric,Ferrous Sulphate,https://youtu.be/RiBSAjxgFvU,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Red,50.0,55.0,50.0,7.5,900.0,25.0,Turmeric,Ferrous Sulphate,https://youtu.be/RiBSAjxgFvU,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Red,55.0,55.0,50.0,7.5,900.0,25.0,Turmeric,Ferrous Sulphate,https://youtu.be/RiBSAjxgFvU,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Red,60.0,55.0,50.0,7.5,900.0,25.0,Turmeric,Ferrous Sulphate,https://youtu.be/RiBSAjxgFvU,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Red,50.0,60.0,40.0,5.5,1000.0,30.0,Turmeric,Ferrous Sulphate,https://youtu.be/RiBSAjxgFvU,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Red,55.0,60.0,40.0,5.5,1000.0,30.0,Turmeric,Ferrous Sulphate,https://youtu.be/RiBSAjxgFvU,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Red,60.0,60.0,40.0,5.5,1000.0,30.0,Turmeric,Ferrous Sulphate,https://youtu.be/RiBSAjxgFvU,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Red,50.0,50.0,50.0,6.0,900.0,20.0,Turmeric,White Potash,https://youtu.be/RiBSAjxgFvU,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Red,55.0,50.0,50.0,6.0,900.0,20.0,Turmeric,White Potash,https://youtu.be/RiBSAjxgFvU,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Red,60.0,50.0,50.0,6.0,900.0,20.0,Turmeric,White Potash,https://youtu.be/RiBSAjxgFvU,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Red,50.0,55.0,40.0,6.5,1000.0,25.0,Turmeric,White Potash,https://youtu.be/RiBSAjxgFvU,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Red,55.0,55.0,40.0,6.5,1000.0,25.0,Turmeric,White Potash,https://youtu.be/RiBSAjxgFvU,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Red,60.0,55.0,40.0,6.5,1000.0,25.0,Turmeric,White Potash,https://youtu.be/RiBSAjxgFvU,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Red,50.0,60.0,45.0,7.0,900.0,30.0,Turmeric,White Potash,https://youtu.be/RiBSAjxgFvU,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Red,55.0,60.0,45.0,7.0,900.0,30.0,Turmeric,White Potash,https://youtu.be/RiBSAjxgFvU,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Red,60.0,60.0,45.0,7.0,900.0,30.0,Turmeric,White Potash,https://youtu.be/RiBSAjxgFvU,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,60.0,40.0,40.0,6.0,500.0,15.0,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,65.0,40.0,40.0,6.0,500.0,15.0,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,70.0,40.0,40.0,6.0,500.0,15.0,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,75.0,40.0,40.0,6.0,500.0,15.0,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,80.0,40.0,40.0,6.0,500.0,15.0,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,60.0,45.0,45.0,6.5,600.0,20.0,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,65.0,45.0,45.0,6.5,600.0,20.0,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,70.0,45.0,45.0,6.5,600.0,20.0,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,75.0,45.0,45.0,6.5,600.0,20.0,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,80.0,45.0,45.0,6.5,600.0,20.0,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,60.0,50.0,50.0,7.0,700.0,25.0,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,65.0,50.0,50.0,7.0,700.0,25.0,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,70.0,50.0,50.0,7.0,700.0,25.0,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,75.0,50.0,50.0,7.0,700.0,25.0,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,80.0,50.0,50.0,7.0,700.0,25.0,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,60.0,55.0,55.0,7.5,500.0,15.0,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,65.0,55.0,55.0,7.5,500.0,15.0,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,70.0,55.0,55.0,7.5,500.0,15.0,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,75.0,55.0,55.0,7.5,500.0,15.0,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,80.0,55.0,55.0,7.5,500.0,15.0,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,60.0,60.0,60.0,6.0,600.0,20.0,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,65.0,60.0,60.0,6.0,600.0,20.0,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,70.0,60.0,60.0,6.0,600.0,20.0,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,75.0,60.0,60.0,6.0,600.0,20.0,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,80.0,60.0,60.0,6.0,600.0,20.0,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,60.0,40.0,45.0,6.5,700.0,25.0,Wheat,Urea,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,65.0,40.0,45.0,6.5,700.0,25.0,Wheat,Urea,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,70.0,40.0,45.0,6.5,700.0,25.0,Wheat,Urea,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,75.0,40.0,45.0,6.5,700.0,25.0,Wheat,Urea,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,80.0,40.0,45.0,6.5,700.0,25.0,Wheat,Urea,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,60.0,45.0,50.0,7.0,500.0,15.0,Wheat,Urea,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,65.0,45.0,50.0,7.0,500.0,15.0,Wheat,Urea,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,70.0,45.0,50.0,7.0,500.0,15.0,Wheat,Urea,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,75.0,45.0,50.0,7.0,500.0,15.0,Wheat,Urea,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,80.0,45.0,50.0,7.0,500.0,15.0,Wheat,Urea,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,60.0,50.0,55.0,7.5,600.0,20.0,Wheat,Urea,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,65.0,50.0,55.0,7.5,600.0,20.0,Wheat,Urea,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,70.0,50.0,55.0,7.5,600.0,20.0,Wheat,Urea,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,75.0,50.0,55.0,7.5,600.0,20.0,Wheat,Urea,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,80.0,50.0,55.0,7.5,600.0,20.0,Wheat,Urea,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,60.0,55.0,60.0,6.0,700.0,25.0,Wheat,Urea,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,65.0,55.0,60.0,6.0,700.0,25.0,Wheat,Urea,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,70.0,55.0,60.0,6.0,700.0,25.0,Wheat,Urea,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,75.0,55.0,60.0,6.0,700.0,25.0,Wheat,Urea,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,80.0,55.0,60.0,6.0,700.0,25.0,Wheat,Urea,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,60.0,60.0,40.0,6.5,500.0,15.0,Wheat,Urea,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,65.0,60.0,40.0,6.5,500.0,15.0,Wheat,Urea,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,70.0,60.0,40.0,6.5,500.0,15.0,Wheat,Urea,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,75.0,60.0,40.0,6.5,500.0,15.0,Wheat,Urea,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,80.0,60.0,40.0,6.5,500.0,15.0,Wheat,Urea,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,60.0,40.0,50.0,7.0,600.0,20.0,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,65.0,40.0,50.0,7.0,600.0,20.0,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,70.0,40.0,50.0,7.0,600.0,20.0,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,75.0,40.0,50.0,7.0,600.0,20.0,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,80.0,40.0,50.0,7.0,600.0,20.0,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,60.0,45.0,55.0,7.5,700.0,25.0,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,65.0,45.0,55.0,7.5,700.0,25.0,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,70.0,45.0,55.0,7.5,700.0,25.0,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,75.0,45.0,55.0,7.5,700.0,25.0,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,80.0,45.0,55.0,7.5,700.0,25.0,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,60.0,50.0,60.0,6.0,500.0,15.0,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,65.0,50.0,60.0,6.0,500.0,15.0,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,70.0,50.0,60.0,6.0,500.0,15.0,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,75.0,50.0,60.0,6.0,500.0,15.0,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,80.0,50.0,60.0,6.0,500.0,15.0,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,60.0,55.0,40.0,6.5,600.0,20.0,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,65.0,55.0,40.0,6.5,600.0,20.0,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,70.0,55.0,40.0,6.5,600.0,20.0,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,75.0,55.0,40.0,6.5,600.0,20.0,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,80.0,55.0,40.0,6.5,600.0,20.0,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,60.0,60.0,45.0,7.0,700.0,25.0,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,65.0,60.0,45.0,7.0,700.0,25.0,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,70.0,60.0,45.0,7.0,700.0,25.0,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,75.0,60.0,45.0,7.0,700.0,25.0,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,80.0,60.0,45.0,7.0,700.0,25.0,Wheat,19:19:19 NPK,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,60.0,40.0,55.0,7.5,500.0,15.0,Wheat,Urea,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,65.0,40.0,55.0,7.5,500.0,15.0,Wheat,Urea,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,70.0,40.0,55.0,7.5,500.0,15.0,Wheat,Urea,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,75.0,40.0,55.0,7.5,500.0,15.0,Wheat,Urea,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,80.0,40.0,55.0,7.5,500.0,15.0,Wheat,Urea,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,60.0,45.0,60.0,6.0,600.0,20.0,Wheat,Urea,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,65.0,45.0,60.0,6.0,600.0,20.0,Wheat,Urea,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,70.0,45.0,60.0,6.0,600.0,20.0,Wheat,Urea,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,75.0,45.0,60.0,6.0,600.0,20.0,Wheat,Urea,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Satara,Black,80.0,45.0,60.0,6.0,600.0,20.0,Wheat,Urea,https://youtu.be/VNptnPJt5yo,,,,,,,,,,,,,,,,,,,,,,,
