Crop_Type,Region,Soil_Type,Soil_pH,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Organic_Carbon,Moisture_Content,Rainfall_mm,Temperature_C,Plant_Age_Weeks,Fertilizer_Type,Recommended_Quantity_kg_per_acre,Application_Timing
Potato,Tamil Nadu,Loamy,7.1,101.3,21.2,111.9,1.84,32.1,1065.9,34.9,13,DAP,136.96,Before sowing
Potato,Kerala,Clay,5.9,135.3,40.2,148.6,1.98,35.6,594.9,32.0,11,Compost,94.76,After sowing
Sugarcane,Madhya Pradesh,Clay,5.8,142.5,47.3,106.8,1.45,27.9,750.2,24.7,15,Mixed,89.0,Mid growth
Cotton,Madhya Pradesh,Clay,7.4,154.9,48.2,92.2,1.81,37.1,602.3,21.0,8,Potash,79.08,Pre-harvest
Potato,Gujarat,Silty,6.2,153.0,39.0,130.5,0.89,36.6,422.5,25.6,16,Mixed,80.6,Before sowing
Tomato,Tamil Nadu,Silty,7.1,91.7,44.7,96.5,1.48,27.2,876.8,21.6,10,Urea,144.64,Pre-harvest
Potato,Maharashtra,Silty,5.5,152.8,28.1,137.4,2.0,21.3,612.1,29.9,11,DAP,95.76,Mid growth
Soybean,Gujarat,Silty,7.9,153.3,35.1,135.7,0.7,44.3,1171.5,22.5,14,Mixed,80.36,After sowing
Tomato,Maharashtra,Clay,6.2,88.0,28.2,137.1,1.07,17.7,673.8,34.7,4,Urea,147.6,Before sowing
Wheat,Tamil Nadu,Peaty,7.1,113.3,25.0,149.0,1.73,23.4,456.1,20.8,15,DAP,127.36,Before sowing
Maize,Gujarat,Silty,5.8,126.5,47.9,114.8,1.76,28.4,966.9,31.0,12,Compost,101.8,Before sowing
Cotton,Karnataka,Sandy,5.9,108.9,39.1,84.9,1.04,31.0,1197.0,27.1,6,Potash,115.88,After sowing
Sugarcane,Madhya Pradesh,Clay,7.5,114.6,43.9,121.7,1.83,27.3,883.4,29.5,13,Compost,111.32,Pre-harvest
Wheat,Karnataka,Silty,6.5,91.5,22.8,81.2,1.81,22.1,569.2,31.0,12,Urea,144.8,Pre-harvest
Tomato,Madhya Pradesh,Silty,6.3,120.5,24.9,147.2,1.78,40.9,725.4,31.4,4,DAP,121.6,Pre-harvest
Groundnut,Karnataka,Clay,5.9,80.7,20.6,121.1,1.18,30.5,406.0,26.3,16,Urea,153.44,After sowing
Millet,Maharashtra,Loamy,7.3,115.4,42.0,96.3,1.72,32.7,568.6,23.6,7,Potash,110.68,Mid growth
Millet,Andhra Pradesh,Peaty,7.1,146.4,32.5,98.1,1.8,35.1,758.5,27.3,10,Potash,85.88,Pre-harvest
Maize,Karnataka,Silty,6.0,130.1,30.8,149.7,1.22,29.6,852.7,33.8,4,Mixed,98.92,Pre-harvest
Groundnut,Karnataka,Silty,7.5,116.1,41.6,121.0,1.24,20.8,771.1,23.7,14,Mixed,110.12,Pre-harvest
Soybean,Telangana,Clay,7.8,106.8,48.6,117.3,1.45,31.3,503.5,25.6,16,Mixed,117.56,Before sowing
Maize,Telangana,Clay,5.7,129.8,33.4,134.5,0.83,19.9,725.1,33.9,4,Mixed,99.16,Mid growth
Wheat,Tamil Nadu,Clay,7.3,113.5,35.5,85.9,1.98,35.0,628.3,28.8,4,Potash,112.2,After sowing
Rice,Karnataka,Sandy,5.8,157.3,25.2,125.4,0.87,36.5,1021.5,30.1,4,DAP,92.16,After sowing
Sugarcane,Maharashtra,Silty,7.0,151.4,22.4,103.2,0.87,44.6,711.5,31.0,9,DAP,96.88,Pre-harvest
Groundnut,Tamil Nadu,Loamy,7.2,97.0,27.2,99.7,1.12,22.0,415.7,33.2,5,Urea,140.4,Before sowing
Millet,Kerala,Peaty,7.9,107.3,30.2,80.5,1.52,39.8,517.3,22.4,10,Potash,117.16,Pre-harvest
Wheat,Kerala,Silty,7.5,129.3,21.3,123.6,0.96,26.1,1015.8,32.2,16,DAP,114.56,Pre-harvest
Potato,Madhya Pradesh,Sandy,6.5,155.8,32.2,134.0,1.23,41.9,1126.2,21.3,9,Mixed,78.36,Pre-harvest
Millet,Andhra Pradesh,Sandy,7.8,146.0,43.7,94.1,1.71,40.5,631.3,34.3,6,Potash,86.2,Pre-harvest
Cotton,Andhra Pradesh,Clay,5.6,92.0,36.1,120.3,1.47,15.5,1168.3,20.7,12,Urea,144.4,After sowing
Potato,Kerala,Sandy,5.9,81.1,37.0,145.3,1.5,39.7,410.6,28.1,10,Urea,153.12,Before sowing
Wheat,Karnataka,Silty,6.6,119.9,22.2,127.9,1.25,38.0,788.2,22.2,9,DAP,122.08,Mid growth
Cotton,Gujarat,Clay,7.1,93.8,46.2,122.9,0.74,43.9,814.7,21.1,11,Urea,142.96,After sowing
Millet,Gujarat,Peaty,7.1,100.3,44.1,137.2,1.97,30.1,764.0,31.3,9,Compost,122.76,Mid growth
Soybean,Andhra Pradesh,Loamy,5.8,123.8,36.4,86.3,1.13,40.6,1084.9,21.5,14,Potash,103.96,Pre-harvest
Tomato,Karnataka,Clay,5.7,101.0,46.2,89.0,1.58,18.0,898.5,25.3,4,Potash,122.2,Mid growth
Groundnut,Maharashtra,Sandy,7.5,98.7,39.2,96.5,1.57,41.2,501.4,33.0,16,Urea,139.04,After sowing
Sugarcane,Karnataka,Loamy,7.0,90.2,32.8,91.3,1.55,37.8,484.6,27.6,6,Urea,145.84,Mid growth
Millet,Telangana,Silty,7.5,154.9,35.4,146.5,1.3,26.8,1078.6,27.4,9,Mixed,79.08,After sowing
Soybean,Telangana,Clay,6.7,119.2,45.4,138.2,1.11,25.0,793.5,28.6,5,Mixed,107.64,Mid growth
Wheat,Andhra Pradesh,Clay,6.1,143.5,34.6,103.4,0.66,22.2,1159.4,24.6,16,Mixed,88.2,Mid growth
Cotton,Telangana,Peaty,5.9,116.9,29.2,82.5,0.98,31.3,841.4,25.3,14,DAP,124.48,After sowing
Cotton,Madhya Pradesh,Sandy,6.6,157.2,31.3,98.1,0.87,28.7,1007.6,23.1,14,Potash,77.24,After sowing
Cotton,Andhra Pradesh,Sandy,7.3,81.7,32.6,134.3,1.01,31.9,564.0,31.1,9,Urea,152.64,Before sowing
Rice,Maharashtra,Peaty,5.6,148.2,25.9,141.2,1.03,36.7,655.4,33.6,13,DAP,99.44,After sowing
Millet,Karnataka,Sandy,5.8,94.3,34.8,85.7,0.79,43.3,1181.2,25.6,11,Urea,142.56,Before sowing
Groundnut,Karnataka,Peaty,7.8,123.6,28.1,129.2,1.49,44.7,612.0,30.1,11,DAP,119.12,Before sowing
Cotton,Kerala,Silty,5.6,89.1,20.1,150.0,1.7,38.6,807.8,24.5,14,Urea,146.72,Pre-harvest
Soybean,Karnataka,Peaty,5.9,102.8,31.3,132.9,1.31,17.3,414.4,21.5,12,Mixed,120.76,Mid growth
Groundnut,Andhra Pradesh,Clay,6.5,154.7,39.1,136.1,1.2,25.8,486.7,33.1,5,Mixed,79.24,Pre-harvest
Sugarcane,Kerala,Loamy,7.5,93.4,35.4,114.1,1.44,43.4,863.8,28.1,11,Urea,143.28,Before sowing
Millet,Tamil Nadu,Silty,5.6,85.0,25.6,82.3,1.62,36.7,508.8,32.5,10,Urea,150.0,Pre-harvest
Tomato,Madhya Pradesh,Sandy,5.9,104.1,27.5,106.1,0.88,29.7,725.9,34.8,10,DAP,134.72,Before sowing
Tomato,Tamil Nadu,Peaty,5.6,91.4,21.6,123.8,0.58,40.1,809.6,27.9,5,Urea,144.88,Mid growth
Millet,Andhra Pradesh,Clay,6.9,93.7,25.9,102.3,1.39,21.3,493.1,34.6,4,Urea,143.04,Before sowing
Potato,Madhya Pradesh,Sandy,5.6,144.2,43.6,100.8,0.7,19.4,957.9,29.6,10,Mixed,87.64,Mid growth
Tomato,Maharashtra,Clay,7.5,155.0,40.8,90.9,0.87,40.3,567.4,21.1,14,Potash,79.0,After sowing
Millet,Karnataka,Peaty,7.3,112.2,47.6,125.5,0.64,43.4,606.8,25.1,16,Mixed,113.24,Pre-harvest
Cotton,Andhra Pradesh,Clay,6.5,84.1,34.9,88.6,1.1,25.5,1018.3,32.0,8,Urea,150.72,Before sowing
Rice,Maharashtra,Silty,5.9,109.3,31.2,90.6,1.7,36.2,552.3,25.5,10,Potash,115.56,Before sowing
Millet,Tamil Nadu,Peaty,5.8,130.3,23.6,149.0,1.67,26.7,862.9,33.7,16,DAP,113.76,Mid growth
Rice,Tamil Nadu,Sandy,6.9,94.0,31.4,139.0,1.47,34.5,1093.5,33.4,14,Urea,142.8,Mid growth
Maize,Madhya Pradesh,Sandy,7.8,87.6,36.3,131.8,1.64,33.2,533.4,32.0,8,Urea,147.92,Before sowing
Millet,Andhra Pradesh,Silty,7.3,86.9,33.9,92.2,1.01,15.5,720.3,28.2,6,Urea,148.48,After sowing
Tomato,Andhra Pradesh,Silty,7.0,133.1,45.1,95.1,0.68,40.5,525.3,34.6,15,Potash,96.52,Mid growth
Rice,Andhra Pradesh,Peaty,7.6,120.1,49.4,86.8,0.95,34.1,680.0,33.9,4,Potash,106.92,Before sowing
Soybean,Tamil Nadu,Clay,5.7,124.0,37.7,125.7,0.88,25.9,1074.9,22.9,15,Mixed,103.8,Before sowing
Millet,Kerala,Peaty,7.6,125.0,42.9,130.0,0.81,32.1,1094.2,26.5,14,Mixed,103.0,Pre-harvest
Soybean,Tamil Nadu,Peaty,7.9,116.2,24.3,107.3,1.93,24.6,1094.5,33.2,15,DAP,125.04,After sowing
Rice,Andhra Pradesh,Clay,6.4,86.7,41.7,101.8,1.67,28.3,788.2,31.7,11,Urea,148.64,Mid growth
Wheat,Andhra Pradesh,Clay,6.5,115.5,31.3,105.7,1.29,39.3,689.4,27.9,8,Mixed,110.6,Before sowing
Wheat,Gujarat,Silty,7.2,101.6,28.3,145.3,1.59,32.3,918.2,20.4,16,DAP,136.72,Before sowing
Sugarcane,Kerala,Loamy,7.0,120.8,36.4,105.2,0.62,20.8,1160.6,26.1,5,Mixed,106.36,Before sowing
Tomato,Madhya Pradesh,Loamy,6.7,84.2,21.1,130.2,1.31,30.3,594.5,31.2,11,Urea,150.64,After sowing
Rice,Madhya Pradesh,Silty,5.9,95.2,33.8,100.0,0.87,34.4,920.8,32.4,12,Urea,141.84,After sowing
Millet,Karnataka,Sandy,6.5,85.8,28.2,148.6,1.39,36.3,405.9,27.8,11,Urea,149.36,Before sowing
Groundnut,Telangana,Loamy,5.6,125.5,47.6,147.8,1.31,28.7,1156.0,30.1,14,Mixed,102.6,Pre-harvest
Potato,Madhya Pradesh,Loamy,5.7,117.3,27.2,112.9,1.18,32.5,685.4,22.5,15,DAP,124.16,Before sowing
Tomato,Kerala,Silty,6.8,146.4,39.9,103.7,1.9,42.4,567.5,20.6,14,Compost,85.88,Pre-harvest
Tomato,Maharashtra,Peaty,7.4,146.2,49.0,142.3,1.4,30.9,422.3,23.7,7,Mixed,86.04,After sowing
Potato,Karnataka,Silty,6.6,130.3,36.7,132.0,0.92,31.9,470.5,26.2,16,Mixed,98.76,Pre-harvest
Rice,Telangana,Loamy,7.4,135.5,49.7,99.5,1.25,24.9,752.5,32.9,8,Potash,94.6,Pre-harvest
Cotton,Kerala,Clay,7.2,150.6,26.1,141.1,0.59,41.7,663.3,24.7,8,DAP,97.52,After sowing
Groundnut,Kerala,Sandy,6.8,155.3,21.4,104.7,1.78,26.9,559.3,26.4,15,DAP,93.76,After sowing
Maize,Karnataka,Sandy,6.5,153.2,42.9,115.4,1.98,29.0,446.6,23.9,6,Compost,80.44,After sowing
Wheat,Kerala,Sandy,6.6,92.6,48.4,133.7,0.9,32.7,977.2,34.1,4,Urea,143.92,Before sowing
Sugarcane,Telangana,Sandy,7.7,121.2,43.2,119.4,1.33,18.4,500.9,27.9,11,Mixed,106.04,After sowing
Sugarcane,Maharashtra,Sandy,6.2,81.7,41.7,82.3,1.39,31.2,1175.1,27.3,15,Urea,152.64,Pre-harvest
Rice,Gujarat,Silty,5.7,124.1,45.2,149.8,1.15,24.6,1125.3,22.9,16,Mixed,103.72,Before sowing
Rice,Tamil Nadu,Peaty,7.0,112.5,21.2,104.3,0.9,35.6,1159.0,24.0,15,DAP,128.0,After sowing
Cotton,Maharashtra,Loamy,7.5,84.4,36.1,84.9,1.9,38.0,926.4,32.4,4,Urea,150.48,Pre-harvest
Sugarcane,Kerala,Loamy,7.1,157.5,41.4,144.7,1.28,18.5,822.5,21.9,11,Mixed,77.0,Mid growth
Groundnut,Madhya Pradesh,Sandy,7.0,118.6,38.7,80.7,0.79,29.7,1160.4,25.8,11,Potash,108.12,After sowing
Groundnut,Tamil Nadu,Sandy,6.6,137.2,38.1,100.9,1.12,21.5,1172.8,22.0,11,Mixed,93.24,Pre-harvest
Cotton,Telangana,Clay,6.4,82.1,26.7,134.6,0.8,17.4,779.6,20.1,13,Urea,152.32,After sowing
Sugarcane,Kerala,Sandy,5.7,144.6,43.1,144.1,1.78,35.5,441.9,31.7,10,Compost,87.32,Before sowing
Tomato,Kerala,Clay,7.6,143.9,35.3,96.3,1.77,36.8,1184.6,22.3,5,Potash,87.88,After sowing
Groundnut,Madhya Pradesh,Clay,6.1,96.9,43.8,93.1,0.6,45.0,419.9,32.5,10,Urea,140.48,Before sowing
Millet,Kerala,Peaty,6.4,147.3,36.6,143.1,1.89,15.3,460.3,23.8,8,Compost,85.16,Pre-harvest
Millet,Tamil Nadu,Sandy,7.2,151.1,33.8,122.5,0.78,39.1,1173.9,24.0,11,Mixed,82.12,After sowing
Wheat,Telangana,Sandy,6.7,86.9,36.8,115.2,0.72,28.3,667.3,27.8,6,Urea,148.48,Before sowing
Rice,Tamil Nadu,Sandy,7.0,80.7,42.8,129.9,1.05,16.6,1003.9,34.3,4,Urea,153.44,Before sowing
Potato,Karnataka,Loamy,6.1,105.9,25.5,120.4,0.73,25.7,957.6,28.4,15,DAP,133.28,Before sowing
Soybean,Maharashtra,Peaty,6.5,113.6,36.9,80.4,0.62,41.4,462.3,30.6,4,Potash,112.12,Before sowing
Maize,Madhya Pradesh,Clay,7.8,101.7,31.1,119.8,1.82,43.3,991.7,21.3,6,Compost,121.64,Pre-harvest
Groundnut,Telangana,Sandy,7.2,112.8,34.1,83.4,0.79,38.7,763.2,24.5,7,Potash,112.76,Before sowing
Maize,Telangana,Sandy,6.5,148.4,42.5,99.1,0.68,22.6,1136.6,28.7,5,Potash,84.28,Pre-harvest
Tomato,Maharashtra,Peaty,6.8,127.7,31.0,136.5,1.28,18.5,503.3,28.1,14,Mixed,100.84,Before sowing
Maize,Andhra Pradesh,Sandy,7.8,104.7,46.1,133.5,0.87,16.1,481.5,30.9,16,Mixed,119.24,Pre-harvest
Soybean,Madhya Pradesh,Clay,6.0,109.7,35.1,130.8,0.67,27.2,788.1,28.1,6,Mixed,115.24,After sowing
Cotton,Maharashtra,Sandy,7.5,93.7,44.2,128.5,1.33,36.0,729.6,22.1,7,Urea,143.04,Pre-harvest
Rice,Kerala,Silty,7.2,122.0,39.2,103.7,1.86,32.6,468.3,26.7,8,Compost,105.4,Mid growth
Wheat,Maharashtra,Silty,7.4,143.5,34.8,142.6,0.9,27.3,1118.9,33.4,13,Mixed,88.2,Mid growth
Soybean,Maharashtra,Clay,7.2,148.7,22.7,140.5,0.98,20.3,591.5,26.3,5,DAP,99.04,Pre-harvest
Wheat,Gujarat,Clay,6.1,105.6,24.0,100.7,1.36,28.3,677.4,31.2,15,DAP,133.52,Pre-harvest
Groundnut,Kerala,Peaty,7.7,140.5,30.0,132.1,0.73,18.9,676.5,32.1,14,Mixed,90.6,Pre-harvest
Groundnut,Andhra Pradesh,Peaty,6.1,85.1,24.0,140.1,1.45,22.6,844.2,27.9,5,Urea,149.92,Mid growth
Millet,Tamil Nadu,Silty,7.1,98.7,45.9,101.7,1.54,15.5,698.1,25.3,11,Urea,139.04,Pre-harvest
Potato,Maharashtra,Peaty,6.9,85.8,43.7,95.2,1.52,39.1,849.5,31.1,14,Urea,149.36,Before sowing
Millet,Karnataka,Silty,7.2,108.4,44.3,100.6,1.36,37.4,703.2,24.5,7,Mixed,116.28,Pre-harvest
Cotton,Maharashtra,Clay,6.6,145.4,47.9,118.2,1.49,42.1,478.8,23.5,11,Mixed,86.68,Pre-harvest
Groundnut,Andhra Pradesh,Clay,7.3,145.9,45.7,109.1,0.63,28.1,584.6,24.4,10,Mixed,86.28,Mid growth
Maize,Gujarat,Sandy,7.4,86.0,44.8,109.9,1.39,17.7,669.9,21.3,9,Urea,149.2,After sowing
Groundnut,Andhra Pradesh,Sandy,7.9,144.6,33.8,95.7,1.9,25.3,528.8,28.4,7,Potash,87.32,Mid growth
Potato,Gujarat,Clay,7.9,80.3,27.1,145.7,0.76,18.4,856.1,32.9,4,Urea,153.76,After sowing
Tomato,Andhra Pradesh,Loamy,6.7,159.6,40.4,85.2,1.99,27.2,629.9,28.4,9,Potash,75.32,After sowing
Tomato,Karnataka,Silty,6.3,86.9,20.0,111.5,1.76,32.2,1199.4,24.3,15,Urea,148.48,Mid growth
Millet,Andhra Pradesh,Clay,6.2,92.8,24.9,100.0,1.69,42.2,1180.1,23.5,5,Urea,143.76,After sowing
Groundnut,Karnataka,Peaty,7.7,106.3,23.4,140.9,1.45,19.9,743.9,24.3,5,DAP,132.96,After sowing
Tomato,Gujarat,Peaty,7.3,116.3,49.7,83.8,1.03,29.5,802.5,24.7,6,Potash,109.96,After sowing
Tomato,Tamil Nadu,Silty,7.3,150.0,48.2,136.4,1.78,31.5,1060.7,24.6,7,Compost,83.0,Mid growth
Rice,Tamil Nadu,Loamy,6.5,105.4,34.0,100.0,1.94,24.4,478.4,27.9,12,Compost,118.68,Pre-harvest
Maize,Maharashtra,Silty,5.6,88.8,26.6,112.5,1.15,39.0,991.6,26.4,4,Urea,146.96,After sowing
Rice,Gujarat,Silty,6.3,105.3,43.2,83.6,0.52,38.9,781.7,22.0,13,Potash,118.76,Before sowing
Tomato,Andhra Pradesh,Sandy,6.1,154.6,45.8,129.7,1.22,30.6,1180.2,34.5,11,Mixed,79.32,After sowing
Wheat,Andhra Pradesh,Peaty,6.0,144.9,25.9,94.9,1.51,27.2,1145.2,21.3,12,DAP,102.08,After sowing
Maize,Andhra Pradesh,Silty,6.8,153.5,47.1,91.0,1.05,33.6,527.5,34.5,16,Potash,80.2,Before sowing
Millet,Maharashtra,Silty,7.8,93.4,23.6,86.0,1.86,20.8,733.0,26.7,15,Urea,143.28,After sowing
Sugarcane,Madhya Pradesh,Loamy,7.0,85.7,26.8,145.2,1.86,38.4,415.5,24.9,9,Urea,149.44,Pre-harvest
Maize,Andhra Pradesh,Clay,7.1,102.0,47.3,124.4,0.61,42.3,1166.2,21.2,6,Mixed,121.4,Before sowing
Rice,Maharashtra,Silty,6.8,104.3,31.8,92.6,1.37,43.7,802.5,21.2,12,Potash,119.56,Before sowing
Cotton,Tamil Nadu,Sandy,7.1,107.2,45.7,110.4,0.79,20.7,1015.0,24.0,10,Mixed,117.24,Before sowing
Sugarcane,Madhya Pradesh,Clay,7.4,96.5,29.7,112.6,1.91,43.0,565.5,25.4,15,Urea,140.8,Before sowing
Cotton,Andhra Pradesh,Clay,5.9,120.8,33.8,143.1,1.9,26.5,793.4,33.4,10,Compost,106.36,Pre-harvest
Rice,Andhra Pradesh,Loamy,7.5,80.3,29.6,109.5,0.84,21.0,430.2,29.7,12,Urea,153.76,Before sowing
Wheat,Kerala,Clay,6.2,84.2,26.9,136.1,1.78,29.5,732.9,34.7,15,Urea,150.64,Before sowing
Cotton,Kerala,Silty,6.0,97.2,28.8,92.1,1.07,42.3,892.3,26.2,6,Urea,140.24,Before sowing
Tomato,Gujarat,Loamy,7.8,83.9,26.3,119.6,1.42,16.2,722.4,29.7,14,Urea,150.88,Before sowing
Millet,Karnataka,Loamy,7.2,131.1,29.6,86.5,1.14,18.9,1158.1,27.1,10,DAP,113.12,Pre-harvest
Potato,Karnataka,Peaty,6.3,141.3,34.9,101.7,1.72,41.0,938.4,20.7,8,Compost,89.96,Mid growth
Tomato,Maharashtra,Silty,6.9,141.1,24.1,96.0,1.82,15.6,1002.2,27.1,7,DAP,105.12,Mid growth
Maize,Karnataka,Peaty,6.6,80.6,44.6,105.2,1.31,35.3,962.1,34.3,14,Urea,153.52,Mid growth
Soybean,Kerala,Clay,6.8,112.0,48.6,124.9,0.95,18.8,1074.0,25.4,11,Mixed,113.4,Before sowing
Cotton,Tamil Nadu,Loamy,7.2,117.7,26.0,122.1,0.59,27.4,837.3,26.5,16,DAP,123.84,Mid growth
Soybean,Gujarat,Loamy,7.4,146.2,43.1,82.7,0.79,31.1,1147.9,32.5,6,Potash,86.04,After sowing
Cotton,Andhra Pradesh,Clay,7.6,104.3,32.9,112.9,0.74,15.9,1157.5,23.6,11,Mixed,119.56,Before sowing
Millet,Telangana,Loamy,6.1,86.7,47.9,120.6,1.5,42.3,676.5,29.3,14,Urea,148.64,Pre-harvest
Potato,Andhra Pradesh,Peaty,5.6,94.9,44.9,133.7,1.03,26.3,826.8,20.0,4,Urea,142.08,Before sowing
Soybean,Kerala,Loamy,6.1,96.7,27.5,136.4,0.92,20.7,803.4,33.0,14,Urea,140.64,Mid growth
Maize,Telangana,Peaty,6.1,86.3,30.7,132.3,1.33,39.5,1167.7,31.9,13,Urea,148.96,Before sowing
Soybean,Madhya Pradesh,Loamy,7.0,119.5,21.2,148.9,1.08,19.6,933.4,24.3,13,DAP,122.4,Mid growth
Groundnut,Gujarat,Sandy,7.0,126.9,33.4,138.5,0.9,28.5,830.2,30.0,5,Mixed,101.48,Mid growth
Groundnut,Telangana,Sandy,7.5,111.6,39.4,90.5,1.9,26.5,983.6,20.3,13,Potash,113.72,Pre-harvest
Sugarcane,Andhra Pradesh,Loamy,6.0,119.0,46.3,116.9,1.89,29.5,792.4,21.8,4,Compost,107.8,Pre-harvest
Soybean,Karnataka,Sandy,7.5,99.8,47.0,143.8,1.91,30.6,941.7,31.7,7,Urea,138.16,Mid growth
Sugarcane,Madhya Pradesh,Sandy,5.8,128.1,21.0,114.8,0.73,20.5,692.0,26.5,12,DAP,115.52,Pre-harvest
Sugarcane,Maharashtra,Silty,7.1,86.0,35.1,92.8,1.36,34.1,845.4,31.1,16,Urea,149.2,Before sowing
Wheat,Maharashtra,Peaty,6.3,141.2,33.0,113.9,1.47,15.6,923.2,29.3,9,Mixed,90.04,Before sowing
Millet,Maharashtra,Sandy,6.3,86.9,22.7,144.6,1.53,18.8,685.4,28.9,11,Urea,148.48,Mid growth
Groundnut,Telangana,Clay,7.6,83.5,27.1,142.3,0.51,21.0,1167.2,29.2,15,Urea,151.2,Pre-harvest
Wheat,Telangana,Loamy,6.2,85.4,20.8,97.1,1.82,27.5,976.3,33.8,14,Urea,149.68,After sowing
Maize,Karnataka,Silty,6.5,95.3,35.5,143.6,1.71,17.0,954.1,28.6,14,Urea,141.76,Before sowing
Soybean,Andhra Pradesh,Silty,7.8,89.8,36.0,141.6,1.12,29.5,456.4,24.2,16,Urea,146.16,After sowing
Millet,Tamil Nadu,Peaty,6.3,155.6,28.5,112.3,1.51,19.9,789.2,31.1,5,DAP,93.52,After sowing
Soybean,Telangana,Peaty,7.7,130.1,40.1,88.8,1.92,19.0,1019.7,24.0,4,Potash,98.92,After sowing
Tomato,Tamil Nadu,Loamy,7.8,137.6,42.6,95.3,1.16,33.5,1016.0,21.6,9,Potash,92.92,Pre-harvest
Groundnut,Andhra Pradesh,Silty,7.9,151.2,28.1,137.6,1.28,28.9,651.5,28.7,7,DAP,97.04,Mid growth
Maize,Maharashtra,Peaty,7.3,112.9,38.9,129.0,1.57,16.6,1087.8,26.9,6,Compost,112.68,Mid growth
Potato,Telangana,Sandy,6.2,99.3,34.5,142.1,1.07,37.5,477.5,27.1,14,Urea,138.56,Before sowing
Sugarcane,Madhya Pradesh,Peaty,8.0,141.6,26.3,115.1,0.85,27.3,1024.1,31.6,11,DAP,104.72,Pre-harvest
Cotton,Gujarat,Peaty,6.1,153.8,37.8,106.6,1.25,33.2,847.9,27.3,9,Mixed,79.96,Before sowing
Rice,Madhya Pradesh,Loamy,6.8,94.1,44.4,117.9,0.7,38.0,1146.0,34.2,4,Urea,142.72,Pre-harvest
Rice,Karnataka,Peaty,6.4,90.8,35.6,87.9,1.9,20.5,602.2,26.1,11,Urea,145.36,Before sowing
Maize,Telangana,Sandy,6.5,143.6,33.7,92.0,0.9,30.3,518.0,29.2,13,Potash,88.12,Before sowing
Potato,Tamil Nadu,Peaty,6.9,137.2,48.1,143.9,1.92,22.3,505.3,24.5,13,Compost,93.24,Pre-harvest
Groundnut,Andhra Pradesh,Clay,7.7,157.8,45.8,87.7,1.92,27.7,407.4,26.6,16,Potash,76.76,Pre-harvest
Groundnut,Andhra Pradesh,Peaty,5.6,123.5,30.2,113.1,1.42,41.1,929.5,26.5,8,Mixed,104.2,After sowing
Tomato,Karnataka,Silty,7.5,152.4,23.6,117.2,0.93,16.4,934.8,32.9,15,DAP,96.08,After sowing
Wheat,Tamil Nadu,Sandy,5.9,145.0,45.6,144.0,0.9,42.1,656.5,28.3,8,Mixed,87.0,After sowing
Potato,Maharashtra,Clay,5.6,83.5,41.6,111.1,0.88,20.7,936.0,20.0,12,Urea,151.2,After sowing
Tomato,Tamil Nadu,Peaty,7.5,86.3,25.7,107.0,1.23,25.6,656.6,34.5,14,Urea,148.96,Mid growth
Rice,Telangana,Sandy,7.1,81.9,32.9,141.3,0.95,17.8,1006.7,29.1,16,Urea,152.48,Mid growth
Cotton,Madhya Pradesh,Peaty,6.9,84.3,24.2,123.6,0.81,30.1,835.9,24.3,4,Urea,150.56,Before sowing
Groundnut,Kerala,Loamy,7.9,147.4,41.7,85.5,0.66,29.8,528.6,34.7,11,Potash,85.08,After sowing
Millet,Tamil Nadu,Silty,5.9,119.0,30.9,124.8,0.69,27.9,619.8,33.3,8,Mixed,107.8,Before sowing
Millet,Andhra Pradesh,Peaty,5.6,153.1,45.0,100.8,1.68,15.9,1173.5,27.9,16,Compost,80.52,After sowing
Sugarcane,Tamil Nadu,Peaty,6.3,109.0,22.0,149.3,0.56,34.6,754.2,34.2,9,DAP,130.8,Mid growth
Groundnut,Tamil Nadu,Sandy,6.1,122.6,34.5,129.2,0.6,20.8,571.7,31.1,11,Mixed,104.92,Before sowing
Rice,Andhra Pradesh,Sandy,6.0,125.9,26.5,140.3,1.91,30.6,681.8,23.5,14,DAP,117.28,After sowing
Rice,Telangana,Peaty,5.6,101.5,39.6,117.4,1.92,26.9,955.1,27.3,13,Compost,121.8,Pre-harvest
Potato,Andhra Pradesh,Loamy,6.8,101.4,33.6,113.0,1.56,43.2,663.5,20.6,10,Compost,121.88,Mid growth
Tomato,Maharashtra,Loamy,6.7,123.6,25.1,133.2,1.98,43.4,557.7,33.1,16,DAP,119.12,Before sowing
Millet,Karnataka,Silty,7.3,116.3,36.2,139.5,1.22,26.2,794.6,28.7,7,Mixed,109.96,After sowing
Sugarcane,Kerala,Peaty,6.0,152.1,40.2,124.3,0.65,33.1,496.8,21.2,10,Mixed,81.32,After sowing
Soybean,Andhra Pradesh,Clay,6.8,112.2,37.7,86.2,1.15,20.2,1189.7,28.4,12,Potash,113.24,Mid growth
Tomato,Maharashtra,Loamy,7.2,106.0,22.8,148.3,0.93,27.7,919.9,20.4,11,DAP,133.2,After sowing
Cotton,Madhya Pradesh,Silty,7.5,122.9,28.3,84.3,0.74,41.9,948.8,23.7,6,DAP,119.68,Pre-harvest
Cotton,Madhya Pradesh,Clay,5.7,135.2,37.2,108.3,1.05,21.5,935.7,34.6,5,Mixed,94.84,Pre-harvest
Tomato,Andhra Pradesh,Peaty,5.9,127.8,32.7,111.3,0.88,39.8,788.2,28.2,11,Mixed,100.76,Pre-harvest
